date,url,marketing_segment,page_visits,unique_visitors,return_visitors,bounce_rate,avg_session_duration,conversion_rate,conversions
2025-03-29,https://example.com/product-page,Social Media,129,90,25,0.558,1.59,0.0182,2
2025-03-29,https://example.com/product-page,Video Ads,14,10,0,0.523,7.96,0.0139,0
2025-03-30,https://example.com/product-page,Direct Traffic,120,72,18,0.246,5.49,0.0241,2
2025-03-30,https://example.com/product-page,Display Ads,27,19,1,0.588,1.61,0.0049,0
2025-03-30,https://example.com/product-page,Email Marketing,80,51,24,0.27,6.2,0.0522,3
2025-03-30,https://example.com/product-page,Organic Search,276,188,37,0.379,4.68,0.0294,6
2025-03-30,https://example.com/product-page,Paid Search,218,168,12,0.374,2.4,0.0346,6
2025-03-30,https://example.com/product-page,Referral,38,24,5,0.51,3.87,0.0269,1
2025-03-30,https://example.com/product-page,Social Media,117,84,14,0.685,1.72,0.0222,2
2025-03-30,https://example.com/product-page,Video Ads,19,14,0,0.434,5.88,0.0085,0
2025-03-31,https://example.com/product-page,Direct Traffic,170,118,67,0.298,4.66,0.0377,4
2025-03-31,https://example.com/product-page,Display Ads,37,24,2,0.765,1.69,0.004,0
2025-03-31,https://example.com/product-page,Email Marketing,94,64,28,0.277,3.73,0.0546,3
2025-03-31,https://example.com/product-page,Organic Search,510,367,81,0.446,3.32,0.0229,8
2025-03-31,https://example.com/product-page,Paid Search,263,188,12,0.312,2.98,0.0277,5
2025-03-31,https://example.com/product-page,Referral,65,46,3,0.395,2.93,0.025,1
2025-03-31,https://example.com/product-page,Social Media,185,123,22,0.622,2.45,0.0197,2
2025-03-31,https://example.com/product-page,Video Ads,23,17,0,0.548,6.76,0.0073,0
2025-04-01,https://example.com/product-page,Direct Traffic,189,137,47,0.278,3.78,0.0189,3
2025-04-01,https://example.com/product-page,Display Ads,35,24,2,0.589,1.18,0.0067,0
2025-04-01,https://example.com/product-page,Email Marketing,98,72,34,0.272,5.6,0.0507,4
2025-04-01,https://example.com/product-page,Organic Search,574,445,73,0.368,3.69,0.0323,14
2025-04-01,https://example.com/product-page,Paid Search,270,180,9,0.303,2.24,0.0418,8
2025-04-01,https://example.com/product-page,Referral,77,46,4,0.387,2.87,0.0216,1
2025-04-01,https://example.com/product-page,Social Media,225,173,30,0.556,1.85,0.0195,3
2025-04-01,https://example.com/product-page,Video Ads,24,18,0,0.519,4.74,0.0123,0
2025-04-02,https://example.com/product-page,Direct Traffic,96,71,37,0.283,4.63,0.0389,3
2025-04-02,https://example.com/product-page,Display Ads,27,19,2,0.566,1.74,0.0081,0
2025-04-02,https://example.com/product-page,Email Marketing,52,39,13,0.21,5.44,0.0621,2
2025-04-02,https://example.com/product-page,Organic Search,290,230,33,0.366,4.54,0.0184,4
2025-04-02,https://example.com/product-page,Paid Search,178,111,9,0.372,2.17,0.0306,3
2025-04-02,https://example.com/product-page,Referral,37,25,3,0.378,3.08,0.0126,0
2025-04-02,https://example.com/product-page,Social Media,131,102,20,0.615,2.24,0.0198,2
2025-04-02,https://example.com/product-page,Video Ads,13,9,0,0.424,6.85,0.0109,0
2025-04-03,https://example.com/product-page,Direct Traffic,208,135,27,0.265,5.03,0.0297,4
2025-04-03,https://example.com/product-page,Display Ads,42,31,1,0.608,1.71,0.0119,0
2025-04-03,https://example.com/product-page,Email Marketing,123,76,33,0.207,5.67,0.0642,5
2025-04-03,https://example.com/product-page,Organic Search,556,429,141,0.427,2.87,0.0368,16
2025-04-03,https://example.com/product-page,Paid Search,262,201,18,0.345,3.13,0.0257,5
2025-04-03,https://example.com/product-page,Referral,70,48,4,0.51,3.63,0.0278,1
2025-04-03,https://example.com/product-page,Social Media,209,161,30,0.504,2.72,0.0124,2
2025-04-03,https://example.com/product-page,Video Ads,32,25,1,0.429,6.92,0.0062,0
2025-04-04,https://example.com/product-page,Direct Traffic,229,168,65,0.277,5.0,0.0312,5
2025-04-04,https://example.com/product-page,Display Ads,43,27,2,0.774,1.51,0.0081,0
2025-04-04,https://example.com/product-page,Email Marketing,159,106,29,0.231,6.35,0.0274,3
2025-04-04,https://example.com/product-page,Organic Search,675,419,78,0.385,4.93,0.0259,11
2025-04-04,https://example.com/product-page,Paid Search,397,294,33,0.322,3.27,0.0528,16
2025-04-04,https://example.com/product-page,Referral,98,74,11,0.374,3.42,0.0176,1
2025-04-04,https://example.com/product-page,Social Media,274,187,20,0.705,1.57,0.0128,2
2025-04-04,https://example.com/product-page,Video Ads,32,24,1,0.51,7.04,0.0101,0
2025-04-05,https://example.com/product-page,Direct Traffic,79,59,19,0.335,5.06,0.0498,3
2025-04-05,https://example.com/product-page,Display Ads,20,12,0,0.744,1.75,0.0044,0
2025-04-05,https://example.com/product-page,Email Marketing,53,41,9,0.251,4.03,0.0425,2
2025-04-05,https://example.com/product-page,Organic Search,320,214,35,0.334,4.15,0.0191,4
2025-04-05,https://example.com/product-page,Paid Search,133,90,12,0.37,2.46,0.0558,5
2025-04-05,https://example.com/product-page,Referral,41,26,2,0.388,3.7,0.0119,0
2025-04-05,https://example.com/product-page,Social Media,110,70,20,0.579,1.77,0.0137,1
2025-04-05,https://example.com/product-page,Video Ads,18,12,0,0.526,6.88,0.0109,0
2025-04-06,https://example.com/product-page,Direct Traffic,134,91,54,0.334,3.95,0.0486,4
2025-04-06,https://example.com/product-page,Display Ads,32,19,1,0.752,1.06,0.0057,0
2025-04-06,https://example.com/product-page,Email Marketing,101,69,29,0.267,5.62,0.0515,4
2025-04-06,https://example.com/product-page,Organic Search,381,299,105,0.344,2.92,0.0159,5
2025-04-06,https://example.com/product-page,Paid Search,244,189,15,0.328,3.07,0.0582,11
2025-04-06,https://example.com/product-page,Referral,51,31,3,0.368,4.02,0.0219,1
2025-04-06,https://example.com/product-page,Social Media,161,116,26,0.653,2.69,0.0169,2
2025-04-06,https://example.com/product-page,Video Ads,21,15,0,0.591,5.22,0.0112,0
2025-04-07,https://example.com/product-page,Direct Traffic,177,135,64,0.272,5.33,0.0295,4
2025-04-07,https://example.com/product-page,Display Ads,38,25,2,0.585,1.37,0.0057,0
2025-04-07,https://example.com/product-page,Email Marketing,93,62,13,0.248,6.45,0.0497,3
2025-04-07,https://example.com/product-page,Organic Search,603,406,81,0.457,4.46,0.0364,15
2025-04-07,https://example.com/product-page,Paid Search,328,262,29,0.357,2.08,0.0344,9
2025-04-07,https://example.com/product-page,Referral,64,49,3,0.368,3.02,0.0277,1
2025-04-07,https://example.com/product-page,Social Media,241,182,31,0.714,1.9,0.0097,2
2025-04-07,https://example.com/product-page,Video Ads,29,18,0,0.566,7.26,0.0172,0
2025-04-08,https://example.com/product-page,Direct Traffic,145,103,52,0.256,4.26,0.0298,3
2025-04-08,https://example.com/product-page,Display Ads,33,20,1,0.818,1.67,0.007,0
2025-04-08,https://example.com/product-page,Email Marketing,124,80,23,0.245,5.52,0.0433,3
2025-04-08,https://example.com/product-page,Organic Search,416,291,56,0.38,4.88,0.0305,9
2025-04-08,https://example.com/product-page,Paid Search,313,216,12,0.345,3.54,0.0488,11
2025-04-08,https://example.com/product-page,Referral,65,51,10,0.51,3.06,0.0196,1
2025-04-08,https://example.com/product-page,Social Media,217,144,33,0.638,2.38,0.0153,2
2025-04-08,https://example.com/product-page,Video Ads,22,14,0,0.412,7.43,0.0064,0
2025-04-09,https://example.com/product-page,Direct Traffic,141,104,31,0.355,5.58,0.0282,3
2025-04-09,https://example.com/product-page,Display Ads,41,26,2,0.601,1.11,0.0068,0
2025-04-09,https://example.com/product-page,Email Marketing,105,65,31,0.275,4.58,0.0476,3
2025-04-09,https://example.com/product-page,Organic Search,596,402,110,0.422,3.39,0.0265,11
2025-04-09,https://example.com/product-page,Paid Search,324,202,24,0.306,2.69,0.0484,10
2025-04-09,https://example.com/product-page,Referral,70,50,8,0.391,2.56,0.0243,1
2025-04-09,https://example.com/product-page,Social Media,205,131,23,0.689,2.1,0.011,1
2025-04-09,https://example.com/product-page,Video Ads,24,14,0,0.484,6.81,0.0152,0
2025-04-10,https://example.com/product-page,Direct Traffic,148,101,32,0.319,4.49,0.0182,2
2025-04-10,https://example.com/product-page,Display Ads,33,23,2,0.701,1.65,0.0097,0
2025-04-10,https://example.com/product-page,Email Marketing,127,96,22,0.273,3.85,0.0271,3
2025-04-10,https://example.com/product-page,Organic Search,412,272,66,0.397,4.66,0.0307,8
2025-04-10,https://example.com/product-page,Paid Search,261,193,21,0.32,3.54,0.0411,8
2025-04-10,https://example.com/product-page,Referral,53,32,3,0.425,3.43,0.0187,1
2025-04-10,https://example.com/product-page,Social Media,211,156,24,0.686,2.58,0.0179,3
2025-04-10,https://example.com/product-page,Video Ads,29,18,0,0.494,4.83,0.0064,0
2025-04-11,https://example.com/product-page,Direct Traffic,179,109,22,0.266,5.3,0.0253,3
2025-04-11,https://example.com/product-page,Display Ads,45,28,2,0.822,1.16,0.0089,0
2025-04-11,https://example.com/product-page,Email Marketing,106,63,13,0.28,4.91,0.0606,4
2025-04-11,https://example.com/product-page,Organic Search,657,513,129,0.329,3.4,0.022,11
2025-04-11,https://example.com/product-page,Paid Search,356,221,23,0.42,2.94,0.0304,7
2025-04-11,https://example.com/product-page,Referral,74,47,10,0.485,2.82,0.0204,1
2025-04-11,https://example.com/product-page,Social Media,223,153,34,0.518,2.27,0.0168,3
2025-04-11,https://example.com/product-page,Video Ads,37,27,1,0.447,5.71,0.011,0
2025-04-12,https://example.com/product-page,Direct Traffic,123,73,43,0.323,5.47,0.0482,4
2025-04-12,https://example.com/product-page,Display Ads,26,16,1,0.778,1.62,0.0082,0
2025-04-12,https://example.com/product-page,Email Marketing,63,43,20,0.224,4.31,0.0241,1
2025-04-12,https://example.com/product-page,Organic Search,327,242,74,0.361,3.43,0.0181,4
2025-04-12,https://example.com/product-page,Paid Search,194,150,20,0.323,3.38,0.038,6
2025-04-12,https://example.com/product-page,Referral,40,27,2,0.468,2.98,0.024,1
2025-04-12,https://example.com/product-page,Social Media,141,96,21,0.521,2.15,0.0108,1
2025-04-12,https://example.com/product-page,Video Ads,17,13,0,0.421,6.75,0.0177,0
2025-04-13,https://example.com/product-page,Direct Traffic,119,76,38,0.321,4.09,0.0286,2
2025-04-13,https://example.com/product-page,Display Ads,26,17,1,0.778,1.31,0.0083,0
2025-04-13,https://example.com/product-page,Email Marketing,71,55,22,0.25,5.12,0.0234,1
2025-04-13,https://example.com/product-page,Organic Search,277,167,25,0.378,3.15,0.0346,6
2025-04-13,https://example.com/product-page,Paid Search,229,180,12,0.34,2.44,0.0516,9
2025-04-13,https://example.com/product-page,Referral,47,35,6,0.43,2.36,0.0139,0
2025-04-13,https://example.com/product-page,Social Media,125,81,16,0.71,1.85,0.0215,2
2025-04-13,https://example.com/product-page,Video Ads,16,9,0,0.554,5.53,0.0098,0
2025-04-14,https://example.com/product-page,Direct Traffic,110,79,43,0.265,5.75,0.0417,3
2025-04-14,https://example.com/product-page,Display Ads,40,26,2,0.668,1.58,0.0106,0
2025-04-14,https://example.com/product-page,Email Marketing,97,77,15,0.254,6.1,0.0558,4
2025-04-14,https://example.com/product-page,Organic Search,447,337,119,0.418,2.76,0.0354,12
2025-04-14,https://example.com/product-page,Paid Search,231,143,15,0.346,2.14,0.0546,8
2025-04-14,https://example.com/product-page,Referral,66,50,6,0.506,3.8,0.0299,1
2025-04-14,https://example.com/product-page,Social Media,190,117,15,0.664,2.26,0.0102,1
2025-04-14,https://example.com/product-page,Video Ads,26,19,1,0.501,5.05,0.0097,0
2025-04-15,https://example.com/product-page,Direct Traffic,131,79,35,0.343,4.24,0.0398,3
2025-04-15,https://example.com/product-page,Display Ads,46,34,2,0.77,1.53,0.0099,0
2025-04-15,https://example.com/product-page,Email Marketing,110,87,27,0.278,6.27,0.0466,4
2025-04-15,https://example.com/product-page,Organic Search,433,328,103,0.473,2.8,0.0143,5
2025-04-15,https://example.com/product-page,Paid Search,305,183,23,0.317,2.96,0.0537,10
2025-04-15,https://example.com/product-page,Referral,61,44,8,0.408,3.62,0.0292,1
2025-04-15,https://example.com/product-page,Social Media,231,175,22,0.693,2.7,0.0136,2
2025-04-15,https://example.com/product-page,Video Ads,27,20,0,0.554,7.34,0.0087,0
2025-04-16,https://example.com/product-page,Direct Traffic,131,80,19,0.351,3.9,0.0182,1
2025-04-16,https://example.com/product-page,Display Ads,26,15,1,0.578,1.69,0.0059,0
2025-04-16,https://example.com/product-page,Email Marketing,81,54,15,0.263,6.02,0.054,3
2025-04-16,https://example.com/product-page,Organic Search,317,200,25,0.343,4.32,0.0353,7
2025-04-16,https://example.com/product-page,Paid Search,222,138,10,0.351,3.34,0.0237,3
2025-04-16,https://example.com/product-page,Referral,42,32,5,0.388,3.98,0.0211,1
2025-04-16,https://example.com/product-page,Social Media,140,99,17,0.511,1.59,0.0179,2
2025-04-16,https://example.com/product-page,Video Ads,21,14,0,0.402,4.73,0.0093,0
2025-04-17,https://example.com/product-page,Direct Traffic,205,163,48,0.316,5.3,0.0374,6
2025-04-17,https://example.com/product-page,Display Ads,51,30,1,0.661,1.28,0.0097,0
2025-04-17,https://example.com/product-page,Email Marketing,135,103,26,0.211,3.82,0.0602,6
2025-04-17,https://example.com/product-page,Organic Search,516,353,45,0.372,3.57,0.0238,8
2025-04-17,https://example.com/product-page,Paid Search,348,250,17,0.304,3.34,0.0499,12
2025-04-17,https://example.com/product-page,Referral,62,49,5,0.53,2.48,0.016,1
2025-04-17,https://example.com/product-page,Social Media,260,203,60,0.557,2.32,0.0107,2
2025-04-17,https://example.com/product-page,Video Ads,29,18,1,0.467,4.35,0.0082,0
2025-04-18,https://example.com/product-page,Direct Traffic,147,91,26,0.341,3.45,0.0301,3
2025-04-18,https://example.com/product-page,Display Ads,48,38,1,0.741,1.37,0.0043,0
2025-04-18,https://example.com/product-page,Email Marketing,134,105,48,0.271,3.9,0.0352,4
2025-04-18,https://example.com/product-page,Organic Search,527,324,53,0.422,4.59,0.0288,9
2025-04-18,https://example.com/product-page,Paid Search,280,178,23,0.412,3.41,0.0459,8
2025-04-18,https://example.com/product-page,Referral,68,44,6,0.397,3.69,0.0115,1
2025-04-18,https://example.com/product-page,Social Media,213,131,25,0.717,1.78,0.0118,2
2025-04-18,https://example.com/product-page,Video Ads,24,17,1,0.566,6.29,0.0128,0
2025-04-19,https://example.com/product-page,Direct Traffic,135,83,25,0.311,3.65,0.0286,2
2025-04-19,https://example.com/product-page,Display Ads,33,22,2,0.745,1.3,0.0073,0
2025-04-19,https://example.com/product-page,Email Marketing,86,53,15,0.265,5.25,0.0546,3
2025-04-19,https://example.com/product-page,Organic Search,406,285,100,0.329,4.34,0.0127,4
2025-04-19,https://example.com/product-page,Paid Search,233,179,14,0.311,2.12,0.0311,6
2025-04-19,https://example.com/product-page,Referral,46,33,3,0.533,2.81,0.0128,0
2025-04-19,https://example.com/product-page,Social Media,129,91,17,0.608,2.64,0.0094,1
2025-04-19,https://example.com/product-page,Video Ads,19,12,0,0.476,5.94,0.0175,0
2025-04-20,https://example.com/product-page,Direct Traffic,106,66,38,0.331,5.68,0.0307,2
2025-04-20,https://example.com/product-page,Display Ads,29,21,0,0.707,1.94,0.0082,0
2025-04-20,https://example.com/product-page,Email Marketing,68,54,9,0.201,5.28,0.0555,3
2025-04-20,https://example.com/product-page,Organic Search,296,209,31,0.438,3.32,0.0137,3
2025-04-20,https://example.com/product-page,Paid Search,202,145,11,0.383,3.29,0.0296,4
2025-04-20,https://example.com/product-page,Referral,60,39,8,0.39,2.55,0.0266,1
2025-04-20,https://example.com/product-page,Social Media,138,104,30,0.71,1.79,0.0204,2
2025-04-20,https://example.com/product-page,Video Ads,18,13,0,0.445,7.26,0.0105,0
2025-04-21,https://example.com/product-page,Direct Traffic,124,95,25,0.295,4.32,0.0306,3
2025-04-21,https://example.com/product-page,Display Ads,30,22,1,0.592,1.23,0.0101,0
2025-04-21,https://example.com/product-page,Email Marketing,82,55,20,0.26,5.67,0.0358,2
2025-04-21,https://example.com/product-page,Organic Search,502,346,127,0.38,4.33,0.0154,5
2025-04-21,https://example.com/product-page,Paid Search,296,197,27,0.329,2.17,0.0303,6
2025-04-21,https://example.com/product-page,Referral,71,56,7,0.509,2.77,0.0177,1
2025-04-21,https://example.com/product-page,Social Media,213,136,30,0.482,1.75,0.0083,1
2025-04-21,https://example.com/product-page,Video Ads,24,15,0,0.56,5.75,0.0117,0
2025-04-22,https://example.com/product-page,Direct Traffic,185,124,66,0.309,5.21,0.0434,5
2025-04-22,https://example.com/product-page,Display Ads,38,24,1,0.836,1.69,0.0081,0
2025-04-22,https://example.com/product-page,Email Marketing,115,85,17,0.259,5.71,0.0257,2
2025-04-22,https://example.com/product-page,Organic Search,481,361,94,0.329,2.67,0.0235,8
2025-04-22,https://example.com/product-page,Paid Search,338,239,17,0.287,2.2,0.0484,12
2025-04-22,https://example.com/product-page,Referral,70,55,10,0.519,2.67,0.0112,1
2025-04-22,https://example.com/product-page,Social Media,251,178,25,0.682,1.81,0.0084,1
2025-04-22,https://example.com/product-page,Video Ads,31,23,1,0.469,4.88,0.0104,0
2025-04-23,https://example.com/product-page,Direct Traffic,182,144,78,0.314,4.26,0.0243,3
2025-04-23,https://example.com/product-page,Display Ads,56,35,2,0.697,1.12,0.0115,0
2025-04-23,https://example.com/product-page,Email Marketing,121,83,26,0.297,5.98,0.0487,4
2025-04-23,https://example.com/product-page,Organic Search,556,347,92,0.472,4.46,0.0197,7
2025-04-23,https://example.com/product-page,Paid Search,385,292,31,0.418,2.92,0.0482,14
2025-04-23,https://example.com/product-page,Referral,70,55,7,0.516,2.41,0.0175,1
2025-04-23,https://example.com/product-page,Social Media,259,203,37,0.698,2.59,0.0095,2
2025-04-23,https://example.com/product-page,Video Ads,26,19,1,0.443,7.93,0.0088,0
2025-04-24,https://example.com/product-page,Direct Traffic,140,90,22,0.34,3.7,0.04,4
2025-04-24,https://example.com/product-page,Display Ads,41,27,1,0.758,1.68,0.0044,0
2025-04-24,https://example.com/product-page,Email Marketing,117,84,20,0.296,6.27,0.0348,3
2025-04-24,https://example.com/product-page,Organic Search,473,288,51,0.411,3.89,0.0177,5
2025-04-24,https://example.com/product-page,Paid Search,213,140,15,0.292,2.5,0.028,4
2025-04-24,https://example.com/product-page,Referral,56,43,8,0.468,3.16,0.0237,1
2025-04-24,https://example.com/product-page,Social Media,198,143,30,0.645,2.12,0.0199,3
2025-04-24,https://example.com/product-page,Video Ads,30,22,0,0.444,5.83,0.0146,0
2025-04-25,https://example.com/product-page,Direct Traffic,165,125,64,0.287,5.66,0.0401,5
2025-04-25,https://example.com/product-page,Display Ads,48,31,3,0.728,1.72,0.0113,0
2025-04-25,https://example.com/product-page,Email Marketing,122,81,27,0.237,4.39,0.0251,2
2025-04-25,https://example.com/product-page,Organic Search,447,306,52,0.38,4.0,0.0167,5
2025-04-25,https://example.com/product-page,Paid Search,234,174,13,0.299,3.12,0.0366,6
2025-04-25,https://example.com/product-page,Referral,72,57,7,0.529,2.51,0.0174,1
2025-04-25,https://example.com/product-page,Social Media,235,187,21,0.66,1.92,0.0138,3
2025-04-25,https://example.com/product-page,Video Ads,29,20,1,0.4,7.71,0.0085,0
2025-04-26,https://example.com/product-page,Direct Traffic,124,98,45,0.332,4.68,0.0227,2
2025-04-26,https://example.com/product-page,Display Ads,26,17,1,0.767,1.25,0.0081,0
2025-04-26,https://example.com/product-page,Email Marketing,69,47,18,0.201,4.02,0.0643,3
2025-04-26,https://example.com/product-page,Organic Search,317,207,31,0.379,3.84,0.0223,5
2025-04-26,https://example.com/product-page,Paid Search,168,112,14,0.365,2.88,0.0217,2
2025-04-26,https://example.com/product-page,Referral,40,24,2,0.441,2.88,0.0241,1
2025-04-26,https://example.com/product-page,Social Media,156,96,25,0.667,2.26,0.0119,1
2025-04-26,https://example.com/product-page,Video Ads,17,12,0,0.485,4.6,0.0089,0
2025-04-27,https://example.com/product-page,Direct Traffic,104,69,23,0.258,3.54,0.0288,2
2025-04-27,https://example.com/product-page,Display Ads,26,18,0,0.833,1.54,0.0098,0
2025-04-27,https://example.com/product-page,Email Marketing,78,47,24,0.224,3.83,0.0593,3
2025-04-27,https://example.com/product-page,Organic Search,258,174,49,0.435,4.67,0.0272,5
2025-04-27,https://example.com/product-page,Paid Search,174,112,9,0.3,2.2,0.0329,4
2025-04-27,https://example.com/product-page,Referral,45,33,2,0.419,3.53,0.0162,1
2025-04-27,https://example.com/product-page,Social Media,134,103,25,0.586,1.96,0.0094,1
2025-04-27,https://example.com/product-page,Video Ads,15,11,0,0.438,5.83,0.0172,0
2025-04-28,https://example.com/product-page,Direct Traffic,153,109,35,0.294,5.22,0.0398,4
2025-04-28,https://example.com/product-page,Display Ads,36,22,2,0.604,1.5,0.0042,0
2025-04-28,https://example.com/product-page,Email Marketing,85,64,14,0.256,5.9,0.0523,3
2025-04-28,https://example.com/product-page,Organic Search,366,224,67,0.426,3.81,0.0237,5
2025-04-28,https://example.com/product-page,Paid Search,234,169,17,0.289,2.96,0.0589,10
2025-04-28,https://example.com/product-page,Referral,49,36,4,0.517,3.7,0.0264,1
2025-04-28,https://example.com/product-page,Social Media,158,113,16,0.524,2.24,0.0101,1
2025-04-28,https://example.com/product-page,Video Ads,17,10,0,0.445,6.63,0.0146,0
2025-04-29,https://example.com/product-page,Direct Traffic,81,53,12,0.319,5.28,0.0345,2
2025-04-29,https://example.com/product-page,Display Ads,20,14,0,0.691,1.9,0.0055,0
2025-04-29,https://example.com/product-page,Email Marketing,53,33,11,0.25,4.82,0.0539,2
2025-04-29,https://example.com/product-page,Organic Search,250,180,45,0.341,3.98,0.0262,5
2025-04-29,https://example.com/product-page,Paid Search,192,152,17,0.393,2.1,0.0212,3
2025-04-29,https://example.com/product-page,Referral,44,30,3,0.471,2.93,0.0229,1
2025-04-29,https://example.com/product-page,Social Media,117,81,19,0.512,1.99,0.017,1
2025-04-29,https://example.com/product-page,Video Ads,16,12,0,0.475,7.45,0.0077,0
2025-04-30,https://example.com/product-page,Direct Traffic,207,162,38,0.337,4.54,0.0297,5
2025-04-30,https://example.com/product-page,Display Ads,50,37,3,0.719,1.71,0.0087,0
2025-04-30,https://example.com/product-page,Email Marketing,102,61,12,0.211,3.7,0.0287,2
2025-04-30,https://example.com/product-page,Organic Search,469,325,119,0.38,3.72,0.0338,11
2025-04-30,https://example.com/product-page,Paid Search,336,261,21,0.314,3.47,0.0211,6
2025-04-30,https://example.com/product-page,Referral,67,53,9,0.453,2.67,0.0121,1
2025-04-30,https://example.com/product-page,Social Media,272,168,18,0.682,1.51,0.0092,2
2025-04-30,https://example.com/product-page,Video Ads,33,23,0,0.487,5.95,0.0123,0
2025-05-01,https://example.com/product-page,Direct Traffic,200,124,70,0.292,5.05,0.0392,5
2025-05-01,https://example.com/product-page,Display Ads,50,36,2,0.813,1.46,0.0072,0
2025-05-01,https://example.com/product-page,Email Marketing,106,83,35,0.258,5.08,0.0355,3
2025-05-01,https://example.com/product-page,Organic Search,633,504,114,0.411,4.19,0.0327,16
2025-05-01,https://example.com/product-page,Paid Search,354,219,27,0.317,2.39,0.0227,5
2025-05-01,https://example.com/product-page,Referral,74,50,9,0.469,3.68,0.0156,1
2025-05-01,https://example.com/product-page,Social Media,227,137,23,0.618,1.66,0.0081,1
2025-05-01,https://example.com/product-page,Video Ads,31,24,0,0.479,5.81,0.0062,0
2025-05-02,https://example.com/product-page,Direct Traffic,269,186,56,0.359,4.92,0.0299,6
2025-05-02,https://example.com/product-page,Display Ads,58,38,3,0.807,1.8,0.0056,0
2025-05-02,https://example.com/product-page,Email Marketing,173,120,46,0.275,6.11,0.0346,4
2025-05-02,https://example.com/product-page,Organic Search,635,418,132,0.406,4.31,0.033,14
2025-05-02,https://example.com/product-page,Paid Search,415,273,15,0.345,2.56,0.0265,7
2025-05-02,https://example.com/product-page,Referral,78,52,11,0.393,2.47,0.0256,1
2025-05-02,https://example.com/product-page,Social Media,226,154,28,0.553,1.74,0.0176,3
2025-05-02,https://example.com/product-page,Video Ads,43,28,1,0.555,7.56,0.0099,0
2025-05-03,https://example.com/product-page,Direct Traffic,118,93,23,0.294,5.46,0.0366,3
2025-05-03,https://example.com/product-page,Display Ads,26,18,2,0.807,1.91,0.0076,0
2025-05-03,https://example.com/product-page,Email Marketing,84,53,23,0.215,3.88,0.0283,1
2025-05-03,https://example.com/product-page,Organic Search,380,254,51,0.401,3.88,0.0352,9
2025-05-03,https://example.com/product-page,Paid Search,217,139,12,0.371,3.05,0.0428,6
2025-05-03,https://example.com/product-page,Referral,56,34,7,0.453,3.6,0.0276,1
2025-05-03,https://example.com/product-page,Social Media,133,80,23,0.693,2.28,0.0199,2
2025-05-03,https://example.com/product-page,Video Ads,23,18,0,0.598,7.2,0.007,0
2025-05-04,https://example.com/product-page,Direct Traffic,134,102,26,0.254,4.12,0.0248,3
2025-05-04,https://example.com/product-page,Display Ads,31,21,1,0.596,1.21,0.0052,0
2025-05-04,https://example.com/product-page,Email Marketing,101,61,14,0.213,4.28,0.0599,4
2025-05-04,https://example.com/product-page,Organic Search,335,213,53,0.429,2.69,0.0341,7
2025-05-04,https://example.com/product-page,Paid Search,254,160,18,0.332,2.55,0.0411,7
2025-05-04,https://example.com/product-page,Referral,60,46,5,0.492,2.42,0.0121,1
2025-05-04,https://example.com/product-page,Social Media,158,105,24,0.577,1.88,0.0095,1
2025-05-04,https://example.com/product-page,Video Ads,25,18,0,0.526,6.68,0.0158,0
2025-05-05,https://example.com/product-page,Direct Traffic,160,108,37,0.332,5.57,0.05,5
2025-05-05,https://example.com/product-page,Display Ads,56,37,3,0.714,1.81,0.0056,0
2025-05-05,https://example.com/product-page,Email Marketing,119,93,40,0.254,4.43,0.023,2
2025-05-05,https://example.com/product-page,Organic Search,533,387,53,0.334,2.97,0.0208,8
2025-05-05,https://example.com/product-page,Paid Search,340,214,28,0.338,2.28,0.0212,5
2025-05-05,https://example.com/product-page,Referral,67,49,7,0.458,4.1,0.0266,1
2025-05-05,https://example.com/product-page,Social Media,230,150,40,0.591,2.16,0.0149,2
2025-05-05,https://example.com/product-page,Video Ads,32,22,1,0.58,5.02,0.0137,0
2025-05-06,https://example.com/product-page,Direct Traffic,162,108,47,0.349,5.42,0.0319,3
2025-05-06,https://example.com/product-page,Display Ads,32,25,1,0.79,1.41,0.0068,0
2025-05-06,https://example.com/product-page,Email Marketing,82,57,14,0.238,6.45,0.0325,2
2025-05-06,https://example.com/product-page,Organic Search,369,277,65,0.435,3.25,0.0318,9
2025-05-06,https://example.com/product-page,Paid Search,283,184,21,0.335,2.62,0.0478,9
2025-05-06,https://example.com/product-page,Referral,65,45,6,0.402,3.21,0.0172,1
2025-05-06,https://example.com/product-page,Social Media,211,154,42,0.562,2.59,0.0123,2
2025-05-06,https://example.com/product-page,Video Ads,19,12,0,0.414,7.57,0.006,0
2025-05-07,https://example.com/product-page,Direct Traffic,121,83,39,0.28,4.7,0.0197,2
2025-05-07,https://example.com/product-page,Display Ads,28,21,1,0.689,1.25,0.009,0
2025-05-07,https://example.com/product-page,Email Marketing,106,73,27,0.296,4.9,0.0457,3
2025-05-07,https://example.com/product-page,Organic Search,490,307,46,0.37,4.88,0.0234,7
2025-05-07,https://example.com/product-page,Paid Search,199,142,18,0.406,2.98,0.0531,8
2025-05-07,https://example.com/product-page,Referral,53,38,8,0.401,3.74,0.0201,1
2025-05-07,https://example.com/product-page,Social Media,167,132,24,0.526,2.04,0.0133,2
2025-05-07,https://example.com/product-page,Video Ads,21,16,0,0.504,6.32,0.0079,0
2025-05-08,https://example.com/product-page,Direct Traffic,160,127,60,0.321,4.31,0.0462,6
2025-05-08,https://example.com/product-page,Display Ads,34,21,1,0.572,1.68,0.0086,0
2025-05-08,https://example.com/product-page,Email Marketing,98,75,33,0.222,6.3,0.0267,2
