date,url,marketing_segment,page_visits,unique_visitors,return_visitors
2025-04-05,https://example.com/product-page,Direct Traffic,79,59,19
2025-04-05,https://example.com/product-page,Display Ads,20,12,0
2025-04-05,https://example.com/product-page,Email Marketing,53,41,9
2025-04-05,https://example.com/product-page,Organic Search,320,214,35
2025-04-05,https://example.com/product-page,Paid Search,133,90,12
2025-04-05,https://example.com/product-page,Referral,41,26,2
2025-04-05,https://example.com/product-page,Social Media,110,70,20
2025-04-05,https://example.com/product-page,Video Ads,18,12,0
2025-04-06,https://example.com/product-page,Direct Traffic,134,91,54
2025-04-06,https://example.com/product-page,Display Ads,32,19,1
2025-04-06,https://example.com/product-page,Email Marketing,101,69,29
2025-04-06,https://example.com/product-page,Organic Search,381,299,105
2025-04-06,https://example.com/product-page,Paid Search,244,189,15
2025-04-06,https://example.com/product-page,Referral,51,31,3
2025-04-06,https://example.com/product-page,Social Media,161,116,26
2025-04-06,https://example.com/product-page,Video Ads,21,15,0
2025-04-07,https://example.com/product-page,Direct Traffic,177,135,64
2025-04-07,https://example.com/product-page,Display Ads,38,25,2
2025-04-07,https://example.com/product-page,Email Marketing,93,62,13
2025-04-07,https://example.com/product-page,Organic Search,603,406,81
2025-04-07,https://example.com/product-page,Paid Search,328,262,29
2025-04-07,https://example.com/product-page,Referral,64,49,3
2025-04-07,https://example.com/product-page,Social Media,241,182,31
2025-04-07,https://example.com/product-page,Video Ads,29,18,0
2025-04-08,https://example.com/product-page,Direct Traffic,145,103,52
2025-04-08,https://example.com/product-page,Display Ads,33,20,1
2025-04-08,https://example.com/product-page,Email Marketing,124,80,23
2025-04-08,https://example.com/product-page,Organic Search,416,291,56
2025-04-08,https://example.com/product-page,Paid Search,313,216,12
2025-04-08,https://example.com/product-page,Referral,65,51,10
2025-04-08,https://example.com/product-page,Social Media,217,144,33
2025-04-08,https://example.com/product-page,Video Ads,22,14,0
2025-04-09,https://example.com/product-page,Direct Traffic,141,104,31
2025-04-09,https://example.com/product-page,Display Ads,41,26,2
2025-04-09,https://example.com/product-page,Email Marketing,105,65,31
2025-04-09,https://example.com/product-page,Organic Search,596,402,110
2025-04-09,https://example.com/product-page,Paid Search,324,202,24
2025-04-09,https://example.com/product-page,Referral,70,50,8
2025-04-09,https://example.com/product-page,Social Media,205,131,23
2025-04-09,https://example.com/product-page,Video Ads,24,14,0
2025-04-10,https://example.com/product-page,Direct Traffic,148,101,32
2025-04-10,https://example.com/product-page,Display Ads,33,23,2
2025-04-10,https://example.com/product-page,Email Marketing,127,96,22
2025-04-10,https://example.com/product-page,Organic Search,412,272,66
2025-04-10,https://example.com/product-page,Paid Search,261,193,21
2025-04-10,https://example.com/product-page,Referral,53,32,3
2025-04-10,https://example.com/product-page,Social Media,211,156,24
2025-04-10,https://example.com/product-page,Video Ads,29,18,0
2025-04-11,https://example.com/product-page,Direct Traffic,179,109,22
2025-04-11,https://example.com/product-page,Display Ads,45,28,2
2025-04-11,https://example.com/product-page,Email Marketing,106,63,13
2025-04-11,https://example.com/product-page,Organic Search,657,513,129
2025-04-11,https://example.com/product-page,Paid Search,356,221,23
2025-04-11,https://example.com/product-page,Referral,74,47,10
2025-04-11,https://example.com/product-page,Social Media,223,153,34
2025-04-11,https://example.com/product-page,Video Ads,37,27,1
2025-04-12,https://example.com/product-page,Direct Traffic,123,73,43
2025-04-12,https://example.com/product-page,Display Ads,26,16,1
2025-04-12,https://example.com/product-page,Email Marketing,63,43,20
2025-04-12,https://example.com/product-page,Organic Search,327,242,74
2025-04-12,https://example.com/product-page,Paid Search,194,150,20
2025-04-12,https://example.com/product-page,Referral,40,27,2
2025-04-12,https://example.com/product-page,Social Media,141,96,21
2025-04-12,https://example.com/product-page,Video Ads,17,13,0
2025-04-13,https://example.com/product-page,Direct Traffic,119,76,38
2025-04-13,https://example.com/product-page,Display Ads,26,17,1
2025-04-13,https://example.com/product-page,Email Marketing,71,55,22
2025-04-13,https://example.com/product-page,Organic Search,277,167,25
2025-04-13,https://example.com/product-page,Paid Search,229,180,12
2025-04-13,https://example.com/product-page,Referral,47,35,6
2025-04-13,https://example.com/product-page,Social Media,125,81,16
2025-04-13,https://example.com/product-page,Video Ads,16,9,0
2025-04-14,https://example.com/product-page,Direct Traffic,110,79,43
2025-04-14,https://example.com/product-page,Display Ads,40,26,2
2025-04-14,https://example.com/product-page,Email Marketing,97,77,15
2025-04-14,https://example.com/product-page,Organic Search,447,337,119
2025-04-14,https://example.com/product-page,Paid Search,231,143,15
2025-04-14,https://example.com/product-page,Referral,66,50,6
2025-04-14,https://example.com/product-page,Social Media,190,117,15
2025-04-14,https://example.com/product-page,Video Ads,26,19,1
2025-04-15,https://example.com/product-page,Direct Traffic,131,79,35
2025-04-15,https://example.com/product-page,Display Ads,46,34,2
2025-04-15,https://example.com/product-page,Email Marketing,110,87,27
2025-04-15,https://example.com/product-page,Organic Search,433,328,103
2025-04-15,https://example.com/product-page,Paid Search,305,183,23
2025-04-15,https://example.com/product-page,Referral,61,44,8
2025-04-15,https://example.com/product-page,Social Media,231,175,22
2025-04-15,https://example.com/product-page,Video Ads,27,20,0
2025-04-16,https://example.com/product-page,Direct Traffic,131,80,19
2025-04-16,https://example.com/product-page,Display Ads,26,15,1
2025-04-16,https://example.com/product-page,Email Marketing,81,54,15
2025-04-16,https://example.com/product-page,Organic Search,317,200,25
2025-04-16,https://example.com/product-page,Paid Search,222,138,10
2025-04-16,https://example.com/product-page,Referral,42,32,5
2025-04-16,https://example.com/product-page,Social Media,140,99,17
2025-04-16,https://example.com/product-page,Video Ads,21,14,0
2025-04-17,https://example.com/product-page,Direct Traffic,205,163,48
2025-04-17,https://example.com/product-page,Display Ads,51,30,1
2025-04-17,https://example.com/product-page,Email Marketing,135,103,26
2025-04-17,https://example.com/product-page,Organic Search,516,353,45
2025-04-17,https://example.com/product-page,Paid Search,348,250,17
2025-04-17,https://example.com/product-page,Referral,62,49,5
2025-04-17,https://example.com/product-page,Social Media,260,203,60
2025-04-17,https://example.com/product-page,Video Ads,29,18,1
2025-04-18,https://example.com/product-page,Direct Traffic,147,91,26
2025-04-18,https://example.com/product-page,Display Ads,48,38,1
2025-04-18,https://example.com/product-page,Email Marketing,134,105,48
2025-04-18,https://example.com/product-page,Organic Search,527,324,53
2025-04-18,https://example.com/product-page,Paid Search,280,178,23
2025-04-18,https://example.com/product-page,Referral,68,44,6
2025-04-18,https://example.com/product-page,Social Media,213,131,25
2025-04-18,https://example.com/product-page,Video Ads,24,17,1
2025-04-19,https://example.com/product-page,Direct Traffic,135,83,25
2025-04-19,https://example.com/product-page,Display Ads,33,22,2
2025-04-19,https://example.com/product-page,Email Marketing,86,53,15
2025-04-19,https://example.com/product-page,Organic Search,406,285,100
2025-04-19,https://example.com/product-page,Paid Search,233,179,14
2025-04-19,https://example.com/product-page,Referral,46,33,3
2025-04-19,https://example.com/product-page,Social Media,129,91,17
2025-04-19,https://example.com/product-page,Video Ads,19,12,0
2025-04-20,https://example.com/product-page,Direct Traffic,106,66,38
2025-04-20,https://example.com/product-page,Display Ads,29,21,0
2025-04-20,https://example.com/product-page,Email Marketing,68,54,9
2025-04-20,https://example.com/product-page,Organic Search,296,209,31
2025-04-20,https://example.com/product-page,Paid Search,202,145,11
2025-04-20,https://example.com/product-page,Referral,60,39,8
2025-04-20,https://example.com/product-page,Social Media,138,104,30
2025-04-20,https://example.com/product-page,Video Ads,18,13,0
2025-04-21,https://example.com/product-page,Direct Traffic,124,95,25
2025-04-21,https://example.com/product-page,Display Ads,30,22,1
2025-04-21,https://example.com/product-page,Email Marketing,82,55,20
2025-04-21,https://example.com/product-page,Organic Search,502,346,127
2025-04-21,https://example.com/product-page,Paid Search,296,197,27
2025-04-21,https://example.com/product-page,Referral,71,56,7
2025-04-21,https://example.com/product-page,Social Media,213,136,30
2025-04-21,https://example.com/product-page,Video Ads,24,15,0
2025-04-22,https://example.com/product-page,Direct Traffic,185,124,66
2025-04-22,https://example.com/product-page,Display Ads,38,24,1
2025-04-22,https://example.com/product-page,Email Marketing,115,85,17
2025-04-22,https://example.com/product-page,Organic Search,481,361,94
2025-04-22,https://example.com/product-page,Paid Search,338,239,17
2025-04-22,https://example.com/product-page,Referral,70,55,10
2025-04-22,https://example.com/product-page,Social Media,251,178,25
2025-04-22,https://example.com/product-page,Video Ads,31,23,1
2025-04-23,https://example.com/product-page,Direct Traffic,182,144,78
2025-04-23,https://example.com/product-page,Display Ads,56,35,2
2025-04-23,https://example.com/product-page,Email Marketing,121,83,26
2025-04-23,https://example.com/product-page,Organic Search,556,347,92
2025-04-23,https://example.com/product-page,Paid Search,385,292,31
2025-04-23,https://example.com/product-page,Referral,70,55,7
2025-04-23,https://example.com/product-page,Social Media,259,203,37
2025-04-23,https://example.com/product-page,Video Ads,26,19,1
2025-04-24,https://example.com/product-page,Direct Traffic,140,90,22
2025-04-24,https://example.com/product-page,Display Ads,41,27,1
2025-04-24,https://example.com/product-page,Email Marketing,117,84,20
2025-04-24,https://example.com/product-page,Organic Search,473,288,51
2025-04-24,https://example.com/product-page,Paid Search,213,140,15
2025-04-24,https://example.com/product-page,Referral,56,43,8
2025-04-24,https://example.com/product-page,Social Media,198,143,30
2025-04-24,https://example.com/product-page,Video Ads,30,22,0
2025-04-25,https://example.com/product-page,Direct Traffic,165,125,64
2025-04-25,https://example.com/product-page,Display Ads,48,31,3
2025-04-25,https://example.com/product-page,Email Marketing,122,81,27
2025-04-25,https://example.com/product-page,Organic Search,447,306,52
2025-04-25,https://example.com/product-page,Paid Search,234,174,13
2025-04-25,https://example.com/product-page,Referral,72,57,7
2025-04-25,https://example.com/product-page,Social Media,235,187,21
2025-04-25,https://example.com/product-page,Video Ads,29,20,1
2025-04-26,https://example.com/product-page,Direct Traffic,124,98,45
2025-04-26,https://example.com/product-page,Display Ads,26,17,1
2025-04-26,https://example.com/product-page,Email Marketing,69,47,18
2025-04-26,https://example.com/product-page,Organic Search,317,207,31
2025-04-26,https://example.com/product-page,Paid Search,168,112,14
2025-04-26,https://example.com/product-page,Referral,40,24,2
2025-04-26,https://example.com/product-page,Social Media,156,96,25
2025-04-26,https://example.com/product-page,Video Ads,17,12,0
2025-04-27,https://example.com/product-page,Direct Traffic,104,69,23
2025-04-27,https://example.com/product-page,Display Ads,26,18,0
2025-04-27,https://example.com/product-page,Email Marketing,78,47,24
2025-04-27,https://example.com/product-page,Organic Search,258,174,49
2025-04-27,https://example.com/product-page,Paid Search,174,112,9
2025-04-27,https://example.com/product-page,Referral,45,33,2
2025-04-27,https://example.com/product-page,Social Media,134,103,25
2025-04-27,https://example.com/product-page,Video Ads,15,11,0
2025-04-28,https://example.com/product-page,Direct Traffic,153,109,35
2025-04-28,https://example.com/product-page,Display Ads,36,22,2
2025-04-28,https://example.com/product-page,Email Marketing,85,64,14
2025-04-28,https://example.com/product-page,Organic Search,366,224,67
2025-04-28,https://example.com/product-page,Paid Search,234,169,17
2025-04-28,https://example.com/product-page,Referral,49,36,4
2025-04-28,https://example.com/product-page,Social Media,158,113,16
2025-04-28,https://example.com/product-page,Video Ads,17,10,0
2025-04-29,https://example.com/product-page,Direct Traffic,81,53,12
2025-04-29,https://example.com/product-page,Display Ads,20,14,0
2025-04-29,https://example.com/product-page,Email Marketing,53,33,11
2025-04-29,https://example.com/product-page,Organic Search,250,180,45
2025-04-29,https://example.com/product-page,Paid Search,192,152,17
2025-04-29,https://example.com/product-page,Referral,44,30,3
2025-04-29,https://example.com/product-page,Social Media,117,81,19
2025-04-29,https://example.com/product-page,Video Ads,16,12,0
2025-04-30,https://example.com/product-page,Direct Traffic,207,162,38
2025-04-30,https://example.com/product-page,Display Ads,50,37,3
2025-04-30,https://example.com/product-page,Email Marketing,102,61,12
2025-04-30,https://example.com/product-page,Organic Search,469,325,119
2025-04-30,https://example.com/product-page,Paid Search,336,261,21
2025-04-30,https://example.com/product-page,Referral,67,53,9
2025-04-30,https://example.com/product-page,Social Media,272,168,18
2025-04-30,https://example.com/product-page,Video Ads,33,23,0
2025-05-01,https://example.com/product-page,Direct Traffic,200,124,70
2025-05-01,https://example.com/product-page,Display Ads,50,36,2
2025-05-01,https://example.com/product-page,Email Marketing,106,83,35
2025-05-01,https://example.com/product-page,Organic Search,633,504,114
2025-05-01,https://example.com/product-page,Paid Search,354,219,27
2025-05-01,https://example.com/product-page,Referral,74,50,9
2025-05-01,https://example.com/product-page,Social Media,227,137,23
2025-05-01,https://example.com/product-page,Video Ads,31,24,0
2025-05-02,https://example.com/product-page,Direct Traffic,269,186,56
2025-05-02,https://example.com/product-page,Display Ads,58,38,3
2025-05-02,https://example.com/product-page,Email Marketing,173,120,46
2025-05-02,https://example.com/product-page,Organic Search,635,418,132
2025-05-02,https://example.com/product-page,Paid Search,415,273,15
2025-05-02,https://example.com/product-page,Referral,78,52,11
2025-05-02,https://example.com/product-page,Social Media,226,154,28
2025-05-02,https://example.com/product-page,Video Ads,43,28,1
2025-05-03,https://example.com/product-page,Direct Traffic,118,93,23
2025-05-03,https://example.com/product-page,Display Ads,26,18,2
2025-05-03,https://example.com/product-page,Email Marketing,84,53,23
2025-05-03,https://example.com/product-page,Organic Search,380,254,51
2025-05-03,https://example.com/product-page,Paid Search,217,139,12
2025-05-03,https://example.com/product-page,Referral,56,34,7
2025-05-03,https://example.com/product-page,Social Media,133,80,23
2025-05-03,https://example.com/product-page,Video Ads,23,18,0
2025-05-04,https://example.com/product-page,Direct Traffic,134,102,26
2025-05-04,https://example.com/product-page,Display Ads,31,21,1
2025-05-04,https://example.com/product-page,Email Marketing,101,61,14
2025-05-04,https://example.com/product-page,Organic Search,335,213,53
2025-05-04,https://example.com/product-page,Paid Search,254,160,18
2025-05-04,https://example.com/product-page,Referral,60,46,5
2025-05-04,https://example.com/product-page,Social Media,158,105,24
2025-05-04,https://example.com/product-page,Video Ads,25,18,0
2025-05-05,https://example.com/product-page,Direct Traffic,160,108,37
2025-05-05,https://example.com/product-page,Display Ads,56,37,3
2025-05-05,https://example.com/product-page,Email Marketing,119,93,40
2025-05-05,https://example.com/product-page,Organic Search,533,387,53
2025-05-05,https://example.com/product-page,Paid Search,340,214,28
2025-05-05,https://example.com/product-page,Referral,67,49,7
2025-05-05,https://example.com/product-page,Social Media,230,150,40
2025-05-05,https://example.com/product-page,Video Ads,32,22,1
2025-05-06,https://example.com/product-page,Direct Traffic,162,108,47
2025-05-06,https://example.com/product-page,Display Ads,32,25,1
2025-05-06,https://example.com/product-page,Email Marketing,82,57,14
2025-05-06,https://example.com/product-page,Organic Search,369,277,65
2025-05-06,https://example.com/product-page,Paid Search,283,184,21
2025-05-06,https://example.com/product-page,Referral,65,45,6
2025-05-06,https://example.com/product-page,Social Media,211,154,42
2025-05-06,https://example.com/product-page,Video Ads,19,12,0
2025-05-07,https://example.com/product-page,Direct Traffic,121,83,39
2025-05-07,https://example.com/product-page,Display Ads,28,21,1
2025-05-07,https://example.com/product-page,Email Marketing,106,73,27
2025-05-07,https://example.com/product-page,Organic Search,490,307,46
2025-05-07,https://example.com/product-page,Paid Search,199,142,18
2025-05-07,https://example.com/product-page,Referral,53,38,8
2025-05-07,https://example.com/product-page,Social Media,167,132,24
2025-05-07,https://example.com/product-page,Video Ads,21,16,0
2025-05-08,https://example.com/product-page,Direct Traffic,160,127,60
2025-05-08,https://example.com/product-page,Display Ads,34,21,1
2025-05-08,https://example.com/product-page,Email Marketing,98,75,33
2025-05-08,https://example.com/product-page,Organic Search,434,276,51
2025-05-08,https://example.com/product-page,Paid Search,301,217,30
2025-05-08,https://example.com/product-page,Referral,53,40,4
2025-05-08,https://example.com/product-page,Social Media,178,111,11
2025-05-08,https://example.com/product-page,Video Ads,25,16,0
2025-05-09,https://example.com/product-page,Direct Traffic,136,91,25
2025-05-09,https://example.com/product-page,Display Ads,26,19,1
2025-05-09,https://example.com/product-page,Email Marketing,80,52,10
2025-05-09,https://example.com/product-page,Organic Search,332,213,33
2025-05-09,https://example.com/product-page,Paid Search,216,155,18
2025-05-09,https://example.com/product-page,Referral,59,45,4
2025-05-09,https://example.com/product-page,Social Media,170,111,18
2025-05-09,https://example.com/product-page,Video Ads,20,12,0
2025-05-10,https://example.com/product-page,Direct Traffic,137,105,54
2025-05-10,https://example.com/product-page,Display Ads,36,23,2
2025-05-10,https://example.com/product-page,Email Marketing,66,42,16
2025-05-10,https://example.com/product-page,Organic Search,404,307,54
2025-05-10,https://example.com/product-page,Paid Search,193,120,6
2025-05-10,https://example.com/product-page,Referral,49,39,6
2025-05-10,https://example.com/product-page,Social Media,185,135,28
2025-05-10,https://example.com/product-page,Video Ads,19,15,0
2025-05-11,https://example.com/product-page,Direct Traffic,107,76,15
2025-05-11,https://example.com/product-page,Display Ads,30,18,1
2025-05-11,https://example.com/product-page,Email Marketing,71,51,12
2025-05-11,https://example.com/product-page,Organic Search,379,262,97
2025-05-11,https://example.com/product-page,Paid Search,216,155,8
2025-05-11,https://example.com/product-page,Referral,48,35,2
2025-05-11,https://example.com/product-page,Social Media,189,137,24
2025-05-11,https://example.com/product-page,Video Ads,23,17,0
2025-05-12,https://example.com/product-page,Direct Traffic,158,122,48
2025-05-12,https://example.com/product-page,Display Ads,39,30,2
2025-05-12,https://example.com/product-page,Email Marketing,85,55,22
2025-05-12,https://example.com/product-page,Organic Search,365,224,51
2025-05-12,https://example.com/product-page,Paid Search,294,189,14
2025-05-12,https://example.com/product-page,Referral,65,45,7
2025-05-12,https://example.com/product-page,Social Media,157,113,26
2025-05-12,https://example.com/product-page,Video Ads,27,17,1
2025-05-13,https://example.com/product-page,Direct Traffic,145,97,20
2025-05-13,https://example.com/product-page,Display Ads,39,25,1
2025-05-13,https://example.com/product-page,Email Marketing,95,64,13
2025-05-13,https://example.com/product-page,Organic Search,454,338,47
2025-05-13,https://example.com/product-page,Paid Search,241,150,22
2025-05-13,https://example.com/product-page,Referral,65,50,9
2025-05-13,https://example.com/product-page,Social Media,197,122,15
2025-05-13,https://example.com/product-page,Video Ads,20,15,1
2025-05-14,https://example.com/product-page,Direct Traffic,174,123,38
2025-05-14,https://example.com/product-page,Display Ads,49,37,4
2025-05-14,https://example.com/product-page,Email Marketing,112,77,23
2025-05-14,https://example.com/product-page,Organic Search,540,419,119
2025-05-14,https://example.com/product-page,Paid Search,271,185,10
2025-05-14,https://example.com/product-page,Referral,80,55,9
2025-05-14,https://example.com/product-page,Social Media,173,127,23
2025-05-14,https://example.com/product-page,Video Ads,25,15,0
2025-05-15,https://example.com/product-page,Direct Traffic,147,95,32
2025-05-15,https://example.com/product-page,Display Ads,40,29,1
2025-05-15,https://example.com/product-page,Email Marketing,124,88,38
2025-05-15,https://example.com/product-page,Organic Search,494,304,48
2025-05-15,https://example.com/product-page,Paid Search,229,166,20
2025-05-15,https://example.com/product-page,Referral,66,39,3
2025-05-15,https://example.com/product-page,Social Media,228,179,25
2025-05-15,https://example.com/product-page,Video Ads,29,22,1
2025-05-16,https://example.com/product-page,Direct Traffic,149,116,41
2025-05-16,https://example.com/product-page,Display Ads,27,19,1
2025-05-16,https://example.com/product-page,Email Marketing,80,52,17
2025-05-16,https://example.com/product-page,Organic Search,443,301,88
2025-05-16,https://example.com/product-page,Paid Search,254,202,17
2025-05-16,https://example.com/product-page,Referral,52,33,6
2025-05-16,https://example.com/product-page,Social Media,166,105,14
2025-05-16,https://example.com/product-page,Video Ads,20,14,0
2025-05-17,https://example.com/product-page,Direct Traffic,81,60,19
2025-05-17,https://example.com/product-page,Display Ads,19,13,1
2025-05-17,https://example.com/product-page,Email Marketing,64,47,12
2025-05-17,https://example.com/product-page,Organic Search,239,183,57
2025-05-17,https://example.com/product-page,Paid Search,135,83,4
2025-05-17,https://example.com/product-page,Referral,39,29,3
2025-05-17,https://example.com/product-page,Social Media,91,65,7
2025-05-17,https://example.com/product-page,Video Ads,15,9,0
2025-05-18,https://example.com/product-page,Direct Traffic,166,104,41
2025-05-18,https://example.com/product-page,Display Ads,39,26,1
2025-05-18,https://example.com/product-page,Email Marketing,85,63,26
2025-05-18,https://example.com/product-page,Organic Search,401,288,88
2025-05-18,https://example.com/product-page,Paid Search,237,180,21
2025-05-18,https://example.com/product-page,Referral,50,38,3
2025-05-18,https://example.com/product-page,Social Media,185,116,30
2025-05-18,https://example.com/product-page,Video Ads,20,12,0
2025-05-19,https://example.com/product-page,Direct Traffic,123,96,50
2025-05-19,https://example.com/product-page,Display Ads,24,15,1
2025-05-19,https://example.com/product-page,Email Marketing,86,61,17
2025-05-19,https://example.com/product-page,Organic Search,282,173,53
2025-05-19,https://example.com/product-page,Paid Search,207,126,13
2025-05-19,https://example.com/product-page,Referral,42,27,4
2025-05-19,https://example.com/product-page,Social Media,119,92,25
2025-05-19,https://example.com/product-page,Video Ads,17,12,0
2025-05-20,https://example.com/product-page,Direct Traffic,128,86,18
2025-05-20,https://example.com/product-page,Display Ads,42,26,1
2025-05-20,https://example.com/product-page,Email Marketing,84,53,10
2025-05-20,https://example.com/product-page,Organic Search,474,347,93
2025-05-20,https://example.com/product-page,Paid Search,245,156,21
2025-05-20,https://example.com/product-page,Referral,65,49,6
2025-05-20,https://example.com/product-page,Social Media,166,102,25
2025-05-20,https://example.com/product-page,Video Ads,21,15,0
2025-05-21,https://example.com/product-page,Direct Traffic,180,123,33
2025-05-21,https://example.com/product-page,Display Ads,41,29,3
2025-05-21,https://example.com/product-page,Email Marketing,142,106,36
2025-05-21,https://example.com/product-page,Organic Search,543,393,141
2025-05-21,https://example.com/product-page,Paid Search,280,188,22
2025-05-21,https://example.com/product-page,Referral,81,63,6
2025-05-21,https://example.com/product-page,Social Media,238,151,26
2025-05-21,https://example.com/product-page,Video Ads,24,19,0
2025-05-22,https://example.com/product-page,Direct Traffic,171,117,49
2025-05-22,https://example.com/product-page,Display Ads,37,25,2
2025-05-22,https://example.com/product-page,Email Marketing,87,64,12
2025-05-22,https://example.com/product-page,Organic Search,440,289,48
2025-05-22,https://example.com/product-page,Paid Search,297,234,21
2025-05-22,https://example.com/product-page,Referral,75,57,6
2025-05-22,https://example.com/product-page,Social Media,236,180,35
2025-05-22,https://example.com/product-page,Video Ads,24,17,0
2025-05-23,https://example.com/product-page,Direct Traffic,161,97,33
2025-05-23,https://example.com/product-page,Display Ads,38,29,2
2025-05-23,https://example.com/product-page,Email Marketing,82,54,12
2025-05-23,https://example.com/product-page,Organic Search,504,345,87
2025-05-23,https://example.com/product-page,Paid Search,209,148,9
2025-05-23,https://example.com/product-page,Referral,57,38,4
2025-05-23,https://example.com/product-page,Social Media,190,149,20
2025-05-23,https://example.com/product-page,Video Ads,21,13,0
2025-05-24,https://example.com/product-page,Direct Traffic,85,57,31
2025-05-24,https://example.com/product-page,Display Ads,21,14,1
2025-05-24,https://example.com/product-page,Email Marketing,64,42,10
2025-05-24,https://example.com/product-page,Organic Search,288,199,32
2025-05-24,https://example.com/product-page,Paid Search,156,102,14
2025-05-24,https://example.com/product-page,Referral,44,31,4
2025-05-24,https://example.com/product-page,Social Media,138,85,17
2025-05-24,https://example.com/product-page,Video Ads,16,10,0
2025-05-25,https://example.com/product-page,Direct Traffic,90,65,27
2025-05-25,https://example.com/product-page,Display Ads,17,11,0
2025-05-25,https://example.com/product-page,Email Marketing,50,37,16
2025-05-25,https://example.com/product-page,Organic Search,218,156,45
2025-05-25,https://example.com/product-page,Paid Search,155,120,10
2025-05-25,https://example.com/product-page,Referral,36,25,2
2025-05-25,https://example.com/product-page,Social Media,89,70,13
2025-05-25,https://example.com/product-page,Video Ads,16,12,0
2025-05-26,https://example.com/product-page,Direct Traffic,200,130,28
2025-05-26,https://example.com/product-page,Display Ads,50,35,4
2025-05-26,https://example.com/product-page,Email Marketing,131,101,38
2025-05-26,https://example.com/product-page,Organic Search,510,323,119
2025-05-26,https://example.com/product-page,Paid Search,274,170,16
2025-05-26,https://example.com/product-page,Referral,74,56,10
2025-05-26,https://example.com/product-page,Social Media,249,193,19
2025-05-26,https://example.com/product-page,Video Ads,34,21,1
2025-05-27,https://example.com/product-page,Direct Traffic,70,49,22
2025-05-27,https://example.com/product-page,Display Ads,19,13,0
2025-05-27,https://example.com/product-page,Email Marketing,53,36,16
2025-05-27,https://example.com/product-page,Organic Search,219,133,33
2025-05-27,https://example.com/product-page,Paid Search,137,88,8
2025-05-27,https://example.com/product-page,Referral,30,20,3
2025-05-27,https://example.com/product-page,Social Media,105,71,12
2025-05-27,https://example.com/product-page,Video Ads,10,6,0
2025-05-28,https://example.com/product-page,Direct Traffic,136,104,46
2025-05-28,https://example.com/product-page,Display Ads,41,24,1
2025-05-28,https://example.com/product-page,Email Marketing,85,58,24
2025-05-28,https://example.com/product-page,Organic Search,436,263,82
2025-05-28,https://example.com/product-page,Paid Search,211,139,14
2025-05-28,https://example.com/product-page,Referral,69,53,6
2025-05-28,https://example.com/product-page,Social Media,155,120,14
2025-05-28,https://example.com/product-page,Video Ads,26,16,0
2025-05-29,https://example.com/product-page,Direct Traffic,105,63,16
2025-05-29,https://example.com/product-page,Display Ads,37,29,1
2025-05-29,https://example.com/product-page,Email Marketing,92,58,20
2025-05-29,https://example.com/product-page,Organic Search,407,295,54
2025-05-29,https://example.com/product-page,Paid Search,213,167,21
2025-05-29,https://example.com/product-page,Referral,44,34,4
2025-05-29,https://example.com/product-page,Social Media,148,117,28
2025-05-29,https://example.com/product-page,Video Ads,20,12,0
2025-05-30,https://example.com/product-page,Direct Traffic,115,69,39
2025-05-30,https://example.com/product-page,Display Ads,21,14,1
2025-05-30,https://example.com/product-page,Email Marketing,61,36,14
2025-05-30,https://example.com/product-page,Organic Search,286,175,26
2025-05-30,https://example.com/product-page,Paid Search,154,121,14
2025-05-30,https://example.com/product-page,Referral,48,38,3
2025-05-30,https://example.com/product-page,Social Media,139,93,10
2025-05-30,https://example.com/product-page,Video Ads,17,10,0
2025-05-31,https://example.com/product-page,Direct Traffic,94,60,16
2025-05-31,https://example.com/product-page,Display Ads,31,21,1
2025-05-31,https://example.com/product-page,Email Marketing,69,45,13
2025-05-31,https://example.com/product-page,Organic Search,344,234,86
2025-05-31,https://example.com/product-page,Paid Search,200,154,22
2025-05-31,https://example.com/product-page,Referral,46,28,2
2025-05-31,https://example.com/product-page,Social Media,155,110,11
2025-05-31,https://example.com/product-page,Video Ads,20,15,0
2025-06-01,https://example.com/product-page,Direct Traffic,122,83,49
2025-06-01,https://example.com/product-page,Display Ads,23,17,1
2025-06-01,https://example.com/product-page,Email Marketing,71,43,16
2025-06-01,https://example.com/product-page,Organic Search,321,253,84
2025-06-01,https://example.com/product-page,Paid Search,168,122,8
2025-06-01,https://example.com/product-page,Referral,39,23,4
2025-06-01,https://example.com/product-page,Social Media,133,105,21
2025-06-01,https://example.com/product-page,Video Ads,15,11,0
2025-06-02,https://example.com/product-page,Direct Traffic,204,149,79
2025-06-02,https://example.com/product-page,Display Ads,36,24,2
2025-06-02,https://example.com/product-page,Email Marketing,142,92,21
2025-06-02,https://example.com/product-page,Organic Search,543,425,124
2025-06-02,https://example.com/product-page,Paid Search,291,224,15
2025-06-02,https://example.com/product-page,Referral,75,55,5
2025-06-02,https://example.com/product-page,Social Media,231,182,40
2025-06-02,https://example.com/product-page,Video Ads,32,21,0
2025-06-03,https://example.com/product-page,Direct Traffic,156,103,28
2025-06-03,https://example.com/product-page,Display Ads,38,24,1
2025-06-03,https://example.com/product-page,Email Marketing,131,97,38
2025-06-03,https://example.com/product-page,Organic Search,488,309,46
2025-06-03,https://example.com/product-page,Paid Search,344,275,18
2025-06-03,https://example.com/product-page,Referral,70,54,11
2025-06-03,https://example.com/product-page,Social Media,182,121,23
2025-06-03,https://example.com/product-page,Video Ads,24,16,0
2025-06-04,https://example.com/product-page,Direct Traffic,69,49,23
